industry,industry_uuid,category,subcategory_1,subcategory_2,uuid,name,description,price,cost,taxable,unit_of_measure,task_code,online_booking_enabled
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"6,701-7,000 Sq Ft","","",olit_c0741461472c417abf0510d8ed7707fd,Monthly House Cleaning,"Get a fresh start every month. Our team of professionals will clean your home with care, making sure everything looks excellent.
",$474.35,$260.89,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"6,701-7,000 Sq Ft","","",olit_ecef4270970b4d0fa8bbfbfcfad1a1b7,Moving Cleaning,"Leave the cleaning to us when moving in or out. Our highly trained team will handle the deep cleaning, making the space spotless for the next residents.

Garage cleaning can be added at an additional charge.",$897.65,$493.70,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"6,701-7,000 Sq Ft","","",olit_30d4203a755744ea910bb6ea0d9c9095,Vacation Rental Cleaning,"Comprehensive cleaning service tailored for vacation rentals. Includes thorough cleaning of all rooms, sanitization of high-touch surfaces, meticulous attention to detail in kitchens and bathrooms, bed linen change, laundry service for towels and bedding (as needed), and preparation for guest arrivals. We ensure your property is spotless, welcoming, and ready for your next guests, maintaining the highest standards of cleanliness to enhance guest satisfaction.",$0.00,$0.00,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"5,801-6,100 Sq Ft","","",olit_c479e01cf36447a181b247da73726231,Monthly House Cleaning,"Get a fresh start every month. Our team of professionals will clean your home with care, making sure everything looks excellent.
",$435.19,$239.35,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"7,301-7,600 Sq Ft","","",olit_9ce74bdc4cf14fa5ae36a61fa088fd8d,One-Time House Cleaning,"Perfect for a deep clean or special occasion. Our team works efficiently to give your home a detailed cleaning, leaving it spotless.",$747.36,$411.04,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"7,301-7,600 Sq Ft","","",olit_fea7b6b050774a6fb8f93ba1ef57991b,Initial House Cleaning,"The initial cleaning is a one-time, thorough cleaning to bring your home up to our high standards of cleanliness and sanitation. This comprehensive service lays the foundation for ongoing weekly, biweekly, or monthly maintenance, ensuring every surface shines and no detail is overlooked. The price for the initial cleaning is the same regardless of the frequency of your recurring service.",$586.75,$381.38,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"7,301-7,600 Sq Ft","","",olit_0abaae9a744a43d8ab4230f4c679bca7,Weekly House Cleaning,"Enjoy a consistently clean home without lifting a finger. Our trained team provides efficient, thorough cleaning every week so you can take back your time.",$339.47,$186.70,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"7,301-7,600 Sq Ft","","",olit_3b5f5f2fd75c4264a03a5269771d92dd,Biweekly House Cleaning,"Keep your home fresh and tidy with biweekly visits from our expert team. We ensure thorough cleaning while maintaining your space with care.
",$453.06,$249.18,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"7,301-7,600 Sq Ft","","",olit_befeb4fa97684e27a0767b6f9d422b18,Monthly House Cleaning,"Get a fresh start every month. Our team of professionals will clean your home with care, making sure everything looks excellent.
",$500.47,$275.25,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"7,301-7,600 Sq Ft","","",olit_08536e56336e4288b59f653868d83072,Moving Cleaning,"Leave the cleaning to us when moving in or out. Our highly trained team will handle the deep cleaning, making the space spotless for the next residents.

Garage cleaning can be added at an additional charge.",$934.20,$513.81,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"7,301-7,600 Sq Ft","","",olit_9ea44246ba5147b5bd506dd0049ebefc,Vacation Rental Cleaning,"Comprehensive cleaning service tailored for vacation rentals. Includes thorough cleaning of all rooms, sanitization of high-touch surfaces, meticulous attention to detail in kitchens and bathrooms, bed linen change, laundry service for towels and bedding (as needed), and preparation for guest arrivals. We ensure your property is spotless, welcoming, and ready for your next guests, maintaining the highest standards of cleanliness to enhance guest satisfaction.",$0.00,$0.00,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"7,601-7,900 Sq Ft","","",olit_f73521fded8443bfb41432e945e79b99,One-Time House Cleaning,"Perfect for a deep clean or special occasion. Our team works efficiently to give your home a detailed cleaning, leaving it spotless.",$761.98,$419.08,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"7,601-7,900 Sq Ft","","",olit_35cdfbff6fee49919b57b6c04cb2e175,Initial House Cleaning,"The initial cleaning is a one-time, thorough cleaning to bring your home up to our high standards of cleanliness and sanitation. This comprehensive service lays the foundation for ongoing weekly, biweekly, or monthly maintenance, ensuring every surface shines and no detail is overlooked. The price for the initial cleaning is the same regardless of the frequency of your recurring service.",$600.12,$390.07,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"7,601-7,900 Sq Ft","","",olit_e15140610f0947b58b278136953cfe95,Weekly House Cleaning,"Enjoy a consistently clean home without lifting a finger. Our trained team provides efficient, thorough cleaning every week so you can take back your time.",$348.94,$191.91,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"7,601-7,900 Sq Ft","","",olit_46ffea935e18486eac5cf36e47602485,Biweekly House Cleaning,"Keep your home fresh and tidy with biweekly visits from our expert team. We ensure thorough cleaning while maintaining your space with care.
",$465.80,$256.19,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"7,601-7,900 Sq Ft","","",olit_6a360d949e36409b9a7a1ddd7f67ea36,Monthly House Cleaning,"Get a fresh start every month. Our team of professionals will clean your home with care, making sure everything looks excellent.
",$513.52,$282.43,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"7,601-7,900 Sq Ft","","",olit_fa1070ab32a64923b2ed7d5438464ff1,Moving Cleaning,"Leave the cleaning to us when moving in or out. Our highly trained team will handle the deep cleaning, making the space spotless for the next residents.

Garage cleaning can be added at an additional charge.",$952.48,$523.86,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"7,601-7,900 Sq Ft","","",olit_5d03550d42da4655a731e4ef77b95314,Vacation Rental Cleaning,"Comprehensive cleaning service tailored for vacation rentals. Includes thorough cleaning of all rooms, sanitization of high-touch surfaces, meticulous attention to detail in kitchens and bathrooms, bed linen change, laundry service for towels and bedding (as needed), and preparation for guest arrivals. We ensure your property is spotless, welcoming, and ready for your next guests, maintaining the highest standards of cleanliness to enhance guest satisfaction.",$0.00,$0.00,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"7,901-8,200 Sq Ft","","",olit_440ed0c3b8e04bda9a1d717650406cb2,One-Time House Cleaning,"Perfect for a deep clean or special occasion. Our team works efficiently to give your home a detailed cleaning, leaving it spotless.",$776.61,$427.13,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"7,901-8,200 Sq Ft","","",olit_27a4df8143404f4f93af2dfe8d87a668,Initial House Cleaning,"The initial cleaning is a one-time, thorough cleaning to bring your home up to our high standards of cleanliness and sanitation. This comprehensive service lays the foundation for ongoing weekly, biweekly, or monthly maintenance, ensuring every surface shines and no detail is overlooked. The price for the initial cleaning is the same regardless of the frequency of your recurring service.",$613.49,$398.76,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"7,901-8,200 Sq Ft","","",olit_eb51ebc5422442f888d4cd024260903c,Weekly House Cleaning,"Enjoy a consistently clean home without lifting a finger. Our trained team provides efficient, thorough cleaning every week so you can take back your time.",$358.42,$197.13,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"7,901-8,200 Sq Ft","","",olit_cca1830ed13a4b8eb64b1d9309ce016a,Biweekly House Cleaning,"Keep your home fresh and tidy with biweekly visits from our expert team. We ensure thorough cleaning while maintaining your space with care.
",$478.54,$263.19,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"7,901-8,200 Sq Ft","","",olit_d7840559bf604ccf95a84fddb40cf6f0,Monthly House Cleaning,"Get a fresh start every month. Our team of professionals will clean your home with care, making sure everything looks excellent.
",$526.58,$289.61,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"7,901-8,200 Sq Ft","","",olit_e64471b8cb174ef0a2692d0d2c8eae93,Moving Cleaning,"Leave the cleaning to us when moving in or out. Our highly trained team will handle the deep cleaning, making the space spotless for the next residents.

Garage cleaning can be added at an additional charge.",$970.76,$533.91,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"7,901-8,200 Sq Ft","","",olit_3266282c9aa34217a4505d1176d5a17a,Vacation Rental Cleaning,"Comprehensive cleaning service tailored for vacation rentals. Includes thorough cleaning of all rooms, sanitization of high-touch surfaces, meticulous attention to detail in kitchens and bathrooms, bed linen change, laundry service for towels and bedding (as needed), and preparation for guest arrivals. We ensure your property is spotless, welcoming, and ready for your next guests, maintaining the highest standards of cleanliness to enhance guest satisfaction.",$0.00,$0.00,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"8,201-8,500 Sq Ft","","",olit_5d7c53dd8e0a40009d4c6d6ad04c1df1,One-Time House Cleaning,"Perfect for a deep clean or special occasion. Our team works efficiently to give your home a detailed cleaning, leaving it spotless.",$791.23,$435.17,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"8,201-8,500 Sq Ft","","",olit_250cc2ef4936474eadb388c04ead7bd5,Initial House Cleaning,"The initial cleaning is a one-time, thorough cleaning to bring your home up to our high standards of cleanliness and sanitation. This comprehensive service lays the foundation for ongoing weekly, biweekly, or monthly maintenance, ensuring every surface shines and no detail is overlooked. The price for the initial cleaning is the same regardless of the frequency of your recurring service.",$626.86,$407.45,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"8,201-8,500 Sq Ft","","",olit_3bc34ca05ff04ede8fe44f85542c1add,Weekly House Cleaning,"Enjoy a consistently clean home without lifting a finger. Our trained team provides efficient, thorough cleaning every week so you can take back your time.",$367.90,$202.34,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"8,201-8,500 Sq Ft","","",olit_d245afc4617a46f297577802b0d552f9,Biweekly House Cleaning,"Keep your home fresh and tidy with biweekly visits from our expert team. We ensure thorough cleaning while maintaining your space with care.
",$491.29,$270.20,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"8,201-8,500 Sq Ft","","",olit_84e62835e4b0489791f60a70ac29f4bb,Monthly House Cleaning,"Get a fresh start every month. Our team of professionals will clean your home with care, making sure everything looks excellent.
",$539.63,$296.79,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"8,201-8,500 Sq Ft","","",olit_78b6331f58f346adbfb53ef9d41c707d,Moving Cleaning,"Leave the cleaning to us when moving in or out. Our highly trained team will handle the deep cleaning, making the space spotless for the next residents.

Garage cleaning can be added at an additional charge.",$989.04,$543.97,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"8,201-8,500 Sq Ft","","",olit_ea6d0ad9c33848268ed09a5846cb3bee,Vacation Rental Cleaning,"Comprehensive cleaning service tailored for vacation rentals. Includes thorough cleaning of all rooms, sanitization of high-touch surfaces, meticulous attention to detail in kitchens and bathrooms, bed linen change, laundry service for towels and bedding (as needed), and preparation for guest arrivals. We ensure your property is spotless, welcoming, and ready for your next guests, maintaining the highest standards of cleanliness to enhance guest satisfaction.",$0.00,$0.00,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"8,501-8,800 Sq Ft","","",olit_2fde1b3909dc4d1f8db75b57bef83bc8,One-Time House Cleaning,"Perfect for a deep clean or special occasion. Our team works efficiently to give your home a detailed cleaning, leaving it spotless.",$805.85,$443.21,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"8,501-8,800 Sq Ft","","",olit_98c70d2c7d0f48aaa8481d808b849c75,Initial House Cleaning,"The initial cleaning is a one-time, thorough cleaning to bring your home up to our high standards of cleanliness and sanitation. This comprehensive service lays the foundation for ongoing weekly, biweekly, or monthly maintenance, ensuring every surface shines and no detail is overlooked. The price for the initial cleaning is the same regardless of the frequency of your recurring service.",$640.22,$416.14,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"8,501-8,800 Sq Ft","","",olit_c54ed102b5cb4883b91a56098cd9fb9b,Weekly House Cleaning,"Enjoy a consistently clean home without lifting a finger. Our trained team provides efficient, thorough cleaning every week so you can take back your time.",$377.38,$207.55,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"8,501-8,800 Sq Ft","","",olit_ba80f7d2fc8a4773bc92e00b1080f856,Biweekly House Cleaning,"Keep your home fresh and tidy with biweekly visits from our expert team. We ensure thorough cleaning while maintaining your space with care.
",$504.03,$277.21,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"8,501-8,800 Sq Ft","","",olit_bb204f3b29e643ebae7b16d3d1867f21,Monthly House Cleaning,"Get a fresh start every month. Our team of professionals will clean your home with care, making sure everything looks excellent.
",$539.63,$296.79,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"8,501-8,800 Sq Ft","","",olit_9619fee895554020844c73588c0e7888,Moving Cleaning,"Leave the cleaning to us when moving in or out. Our highly trained team will handle the deep cleaning, making the space spotless for the next residents.

Garage cleaning can be added at an additional charge.",$1007.31,$554.02,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"8,501-8,800 Sq Ft","","",olit_17ddb3668b384327993237f786425160,Vacation Rental Cleaning,"Comprehensive cleaning service tailored for vacation rentals. Includes thorough cleaning of all rooms, sanitization of high-touch surfaces, meticulous attention to detail in kitchens and bathrooms, bed linen change, laundry service for towels and bedding (as needed), and preparation for guest arrivals. We ensure your property is spotless, welcoming, and ready for your next guests, maintaining the highest standards of cleanliness to enhance guest satisfaction.",$0.00,$0.00,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"8,801-9,100 Sq Ft","","",olit_8a7f1f381f6e48ab845a5de5f13612c3,One-Time House Cleaning,"Perfect for a deep clean or special occasion. Our team works efficiently to give your home a detailed cleaning, leaving it spotless.",$820.47,$451.25,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"8,801-9,100 Sq Ft","","",olit_b26fce351ab6400993374ea8e005a3ed,Initial House Cleaning,"The initial cleaning is a one-time, thorough cleaning to bring your home up to our high standards of cleanliness and sanitation. This comprehensive service lays the foundation for ongoing weekly, biweekly, or monthly maintenance, ensuring every surface shines and no detail is overlooked. The price for the initial cleaning is the same regardless of the frequency of your recurring service.",$653.59,$424.75,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"8,801-9,100 Sq Ft","","",olit_817f7e265fc742549609baa9217716ad,Weekly House Cleaning,"Enjoy a consistently clean home without lifting a finger. Our trained team provides efficient, thorough cleaning every week so you can take back your time.",$386.86,$212.77,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"8,801-9,100 Sq Ft","","",olit_c0d1877b841940c88115b55546a8215c,Biweekly House Cleaning,"Keep your home fresh and tidy with biweekly visits from our expert team. We ensure thorough cleaning while maintaining your space with care.
",$516.77,$284.22,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"8,801-9,100 Sq Ft","","",olit_3048650e4a9a4ef6b9b85ac3ad1ba304,Monthly House Cleaning,"Get a fresh start every month. Our team of professionals will clean your home with care, making sure everything looks excellent.
",$565.74,$311.15,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"8,801-9,100 Sq Ft","","",olit_7fa132e077774e0497ed0445067a1da5,Moving Cleaning,"Leave the cleaning to us when moving in or out. Our highly trained team will handle the deep cleaning, making the space spotless for the next residents.

Garage cleaning can be added at an additional charge.",$1025.59,$564.07,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"8,801-9,100 Sq Ft","","",olit_afe23eb19f5149e89d69229362417b92,Vacation Rental Cleaning,"Comprehensive cleaning service tailored for vacation rentals. Includes thorough cleaning of all rooms, sanitization of high-touch surfaces, meticulous attention to detail in kitchens and bathrooms, bed linen change, laundry service for towels and bedding (as needed), and preparation for guest arrivals. We ensure your property is spotless, welcoming, and ready for your next guests, maintaining the highest standards of cleanliness to enhance guest satisfaction.",$0.00,$0.00,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"7,001-7,300 Sq Ft","","",olit_c05f12f02ab94af684f01093be51c0b6,One-Time House Cleaning,"Perfect for a deep clean or special occasion. Our team works efficiently to give your home a detailed cleaning, leaving it spotless.",$732.74,$403.00,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"7,001-7,300 Sq Ft","","",olit_065cdf74f2924c5b937b126b0737db9b,Initial House Cleaning,"The initial cleaning is a one-time, thorough cleaning to bring your home up to our high standards of cleanliness and sanitation. This comprehensive service lays the foundation for ongoing weekly, biweekly, or monthly maintenance, ensuring every surface shines and no detail is overlooked. The price for the initial cleaning is the same regardless of the frequency of your recurring service.",$573.38,$372.69,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"7,001-7,300 Sq Ft","","",olit_fec077ea30f441ab845596f3931f8009,Weekly House Cleaning,"Enjoy a consistently clean home without lifting a finger. Our trained team provides efficient, thorough cleaning every week so you can take back your time.",$329.99,$181.49,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"7,001-7,300 Sq Ft","","",olit_3de0d472662b4f4da2bb70e2d5930f07,Biweekly House Cleaning,"Keep your home fresh and tidy with biweekly visits from our expert team. We ensure thorough cleaning while maintaining your space with care.
",$440.32,$242.17,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"7,001-7,300 Sq Ft","","",olit_b1fe0b6df3664ffbb9ffd202f5f933f2,Monthly House Cleaning,"Get a fresh start every month. Our team of professionals will clean your home with care, making sure everything looks excellent.
",$487.41,$268.07,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"7,001-7,300 Sq Ft","","",olit_4a761ec30b7f4b949164744e7f34e77f,Moving Cleaning,"Leave the cleaning to us when moving in or out. Our highly trained team will handle the deep cleaning, making the space spotless for the next residents.

Garage cleaning can be added at an additional charge.",$915.92,$503.75,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"7,001-7,300 Sq Ft","","",olit_bddfb00ca18746f6ae36d68c2f7ae05e,Vacation Rental Cleaning,"Comprehensive cleaning service tailored for vacation rentals. Includes thorough cleaning of all rooms, sanitization of high-touch surfaces, meticulous attention to detail in kitchens and bathrooms, bed linen change, laundry service for towels and bedding (as needed), and preparation for guest arrivals. We ensure your property is spotless, welcoming, and ready for your next guests, maintaining the highest standards of cleanliness to enhance guest satisfaction.",$0.00,$0.00,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"9,101-9,400 Sq Ft","","",olit_58c9c77cf29c4dbf9c2b17317db19f9d,One-Time House Cleaning,"Perfect for a deep clean or special occasion. Our team works efficiently to give your home a detailed cleaning, leaving it spotless.",$835.10,$459.30,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"9,101-9,400 Sq Ft","","",olit_14e7ff12aee14eda94a17eb145405b8c,Initial House Cleaning,"The initial cleaning is a one-time, thorough cleaning to bring your home up to our high standards of cleanliness and sanitation. This comprehensive service lays the foundation for ongoing weekly, biweekly, or monthly maintenance, ensuring every surface shines and no detail is overlooked. The price for the initial cleaning is the same regardless of the frequency of your recurring service.",$666.96,$433.52,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"9,101-9,400 Sq Ft","","",olit_28becc43a5aa40ae9de139f5df78f961,Weekly House Cleaning,"Enjoy a consistently clean home without lifting a finger. Our trained team provides efficient, thorough cleaning every week so you can take back your time.",$396.34,$217.98,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"9,101-9,400 Sq Ft","","",olit_31350ae43c0e452bb821ac1c3ec5de4e,Biweekly House Cleaning,"Keep your home fresh and tidy with biweekly visits from our expert team. We ensure thorough cleaning while maintaining your space with care.
",$529.51,$291.23,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"9,101-9,400 Sq Ft","","",olit_dfea6160b8754153be50583a51fd3e56,Monthly House Cleaning,"Get a fresh start every month. Our team of professionals will clean your home with care, making sure everything looks excellent.
",$578.80,$318.34,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"9,101-9,400 Sq Ft","","",olit_5ccd34380d6d45fea88743c5b20efad8,Moving Cleaning,"Leave the cleaning to us when moving in or out. Our highly trained team will handle the deep cleaning, making the space spotless for the next residents.

Garage cleaning can be added at an additional charge.",$1043.87,$574.12,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"9,101-9,400 Sq Ft","","",olit_d9ef9bee71d34278946f6ac82cfb9e0f,Vacation Rental Cleaning,"Comprehensive cleaning service tailored for vacation rentals. Includes thorough cleaning of all rooms, sanitization of high-touch surfaces, meticulous attention to detail in kitchens and bathrooms, bed linen change, laundry service for towels and bedding (as needed), and preparation for guest arrivals. We ensure your property is spotless, welcoming, and ready for your next guests, maintaining the highest standards of cleanliness to enhance guest satisfaction.",$0.00,$0.00,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"9,401-9,700 Sq Ft","","",olit_55e6e4a7bb8c458db59723deb7999380,One-Time House Cleaning,"Perfect for a deep clean or special occasion. Our team works efficiently to give your home a detailed cleaning, leaving it spotless.",$849.72,$467.34,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"9,401-9,700 Sq Ft","","",olit_ebffd8ea8905406abd8c39cc53f0ac16,Initial House Cleaning,"The initial cleaning is a one-time, thorough cleaning to bring your home up to our high standards of cleanliness and sanitation. This comprehensive service lays the foundation for ongoing weekly, biweekly, or monthly maintenance, ensuring every surface shines and no detail is overlooked. The price for the initial cleaning is the same regardless of the frequency of your recurring service.",$680.33,$442.21,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"9,401-9,700 Sq Ft","","",olit_267207de5f194c22994e1b2f8273a943,Weekly House Cleaning,"Enjoy a consistently clean home without lifting a finger. Our trained team provides efficient, thorough cleaning every week so you can take back your time.",$405.82,$223.20,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"9,401-9,700 Sq Ft","","",olit_e14e0ef35d7a4483988325f805b8af77,Biweekly House Cleaning,"Keep your home fresh and tidy with biweekly visits from our expert team. We ensure thorough cleaning while maintaining your space with care.
",$542.26,$298.24,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"9,401-9,700 Sq Ft","","",olit_512b4278d2b0467c876cd75f2a5b0016,Moving Cleaning,"Leave the cleaning to us when moving in or out. Our highly trained team will handle the deep cleaning, making the space spotless for the next residents.

Garage cleaning can be added at an additional charge.",$1062.15,$584.18,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"9,401-9,700 Sq Ft","","",olit_e6adfffd254947198d4139f27c262dc3,Vacation Rental Cleaning,"Comprehensive cleaning service tailored for vacation rentals. Includes thorough cleaning of all rooms, sanitization of high-touch surfaces, meticulous attention to detail in kitchens and bathrooms, bed linen change, laundry service for towels and bedding (as needed), and preparation for guest arrivals. We ensure your property is spotless, welcoming, and ready for your next guests, maintaining the highest standards of cleanliness to enhance guest satisfaction.",$0.00,$0.00,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"9,701-10,000 Sq Ft","","",olit_94be8af443cb42dfa0ac4724cdc45339,One-Time House Cleaning,"Perfect for a deep clean or special occasion. Our team works efficiently to give your home a detailed cleaning, leaving it spotless.",$849.72,$467.34,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"9,701-10,000 Sq Ft","","",olit_2c56a0a9157c48babbde3f215e1dba5f,Initial House Cleaning,"The initial cleaning is a one-time, thorough cleaning to bring your home up to our high standards of cleanliness and sanitation. This comprehensive service lays the foundation for ongoing weekly, biweekly, or monthly maintenance, ensuring every surface shines and no detail is overlooked. The price for the initial cleaning is the same regardless of the frequency of your recurring service.",$680.33,$442.21,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"9,701-10,000 Sq Ft","","",olit_999e5798d0b74bbfa7df1a953cb93ac1,Weekly House Cleaning,"Enjoy a consistently clean home without lifting a finger. Our trained team provides efficient, thorough cleaning every week so you can take back your time.",$405.82,$223.20,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"9,701-10,000 Sq Ft","","",olit_1abc90a3b84d41d78aa14a208c8ce4d1,Biweekly House Cleaning,"Keep your home fresh and tidy with biweekly visits from our expert team. We ensure thorough cleaning while maintaining your space with care.
",$542.26,$298.24,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"7,901-8,200 Sq Ft","","",olit_e60045973192432986c3815c194a75c7,Copy of Monthly House Cleaning,"Get a fresh start every month. Our team of professionals will clean your home with care, making sure everything looks excellent.
",$565.74,$0.00,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"9,701-10,000 Sq Ft","","",olit_ae51768e20c44005ad1a7613e9d3dd0b,Moving Cleaning,"Leave the cleaning to us when moving in or out. Our highly trained team will handle the deep cleaning, making the space spotless for the next residents.

Garage cleaning can be added at an additional charge.",$1062.15,$584.18,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"9,701-10,000 Sq Ft","","",olit_19a8611d4e7e4403882fc5520b6805f0,Vacation Rental Cleaning,"Comprehensive cleaning service tailored for vacation rentals. Includes thorough cleaning of all rooms, sanitization of high-touch surfaces, meticulous attention to detail in kitchens and bathrooms, bed linen change, laundry service for towels and bedding (as needed), and preparation for guest arrivals. We ensure your property is spotless, welcoming, and ready for your next guests, maintaining the highest standards of cleanliness to enhance guest satisfaction.",$0.00,$0.00,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"10,001-10,300 Sq Ft","","",olit_15da9cf43127497cbd66698de3b882bb,One-Time House Cleaning,"Perfect for a deep clean or special occasion. Our team works efficiently to give your home a detailed cleaning, leaving it spotless.",$878.96,$483.42,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"10,001-10,300 Sq Ft","","",olit_1f0666ce2fef48678a2564b3b6d36b3a,Initial House Cleaning,"The initial cleaning is a one-time, thorough cleaning to bring your home up to our high standards of cleanliness and sanitation. This comprehensive service lays the foundation for ongoing weekly, biweekly, or monthly maintenance, ensuring every surface shines and no detail is overlooked. The price for the initial cleaning is the same regardless of the frequency of your recurring service.",$707.07,$459.59,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"10,001-10,300 Sq Ft","","",olit_1f65f746756749bab29a5d1bcd562f24,Weekly House Cleaning,"Enjoy a consistently clean home without lifting a finger. Our trained team provides efficient, thorough cleaning every week so you can take back your time.",$424.77,$233.62,false,"","",false
